COD,REACCIONES,COMBUSTIBLE,ESTADO,FECHA_REGISTRO,ANIO_REGISTRO,CLASE,DEPARTAMENTO,COMENTARIOS_DESCRIPTIVOS_DE_USUARIOS
6732,145,ELECTRICO,ACTIVO,28/01/2015,2015,MOTOCICLETA,Antioquia,Los costos de seguro pueden ser más altos.
6733,1284,ELECTRICO,ACTIVO,22/01/2015,2015,MOTOCICLETA,Antioquia,La infraestructura de carga en áreas rurales es casi inexistente.
6734,1415,ELECTRICO,ACTIVO,16/10/2014,2014,MOTOCICLETA,Meta,La carga en casa requiere una infraestructura adecuada.
6735,728,ELECTRICO,ACTIVO,12/02/2015,2015,MOTOCICLETA,Meta,La falta de estandarización en los conectores de carga puede ser un problema.
6736,1680,ELECTRICO,ACTIVO,24/04/2015,2015,MOTOCICLETA,Norte de Santander,Los vehículos eléctricos pueden no ser adecuados para todas las condiciones de conducción.
6737,679,ELECTRICO,ACTIVO,10/12/2014,2014,MOTOCICLETA,Antioquia,La percepción pública puede ser negativa debido a la falta de información.
6738,1569,ELECTRICO,ACTIVO,5/11/2014,2014,MOTOCICLETA,Huila,La producción de vehículos eléctricos puede consumir una gran cantidad de recursos.
6739,404,ELECTRICO,ACTIVO,30/09/2014,2014,MOTOCICLETA,Antioquia,La falta de estaciones de carga en algunas áreas puede ser un obstáculo.
6740,1675,ELECTRICO,ACTIVO,15/10/2014,2014,MOTOCICLETA,Santander,La tecnología de baterías aún no ha alcanzado su máximo potencial.
6741,345,ELECTRICO,ACTIVO,1/12/2014,2014,MOTOCICLETA,Bogota D.C.,La falta de opciones de carga rápida puede limitar la conveniencia.
6742,748,ELECTRICO,ACTIVO,22/04/2015,2015,MOTOCICLETA,Santander,La producción de vehículos eléctricos puede depender de la disponibilidad de recursos naturales críticos.
6743,949,ELECTRICO,ACTIVO,21/09/2015,2015,MOTOCICLETA,Bogota D.C.,Los costos iniciales pueden ser compensados por ahorros a largo plazo.
6744,165,ELECTRICO,ACTIVO,03/09/2015,2015,MOTOCICLETA,Bogota D.C.,Los vehículos eléctricos son parte de una tendencia hacia la sostenibilidad.
6745,1572,ELECTRICO,ACTIVO,04/03/2015,2015,MOTOCICLETA,Antioquia,"La carga en casa es conveniente, pero no todos tienen esa opción."
6746,1500,ELECTRICO,ACTIVO,10/08/2015,2015,MOTOCICLETA,Bogota D.C.,Las políticas gubernamentales pueden influir en la adopción de vehículos eléctricos.
6747,1579,ELECTRICO,ACTIVO,10/09/2014,2014,MOTOCICLETA,Huila,La aceptación social de los vehículos eléctricos está creciendo.
6748,1148,ELECTRICO,ACTIVO,04/03/2015,2015,MOTOCICLETA,Antioquia,Los vehículos eléctricos pueden ser ideales para ciertos usos comerciales.
6749,835,ELECTRICO,ACTIVO,14/10/2016,2016,AUTOMOVIL,Antioquia,La tecnología de conducción autónoma puede complementar los vehículos eléctricos.
6750,301,ELECTRICO,ACTIVO,19/06/2015,2015,AUTOMOVIL,Antioquia,"La infraestructura de carga está mejorando, pero aún hay un largo camino por recorrer."
6751,1403,ELECTRICO,ACTIVO,27/07/2015,2015,MOTOCICLETA,Santander,La producción de vehículos eléctricos depende de materiales que son críticos para su fabricación.
6752,1543,ELECTRICO,ACTIVO,30/07/2015,2015,MOTOCICLETA,Bogota D.C.,La industria automotriz está en una fase de transición hacia la electrificación.
6753,438,ELECTRICO,ACTIVO,31/03/2016,2016,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos pueden ser una buena opción para los trayectos diarios.
6754,374,ELECTRICO,ACTIVO,25/02/2016,2016,AUTOMOVIL,Bogota D.C.,La tecnología de los vehículos eléctricos está en constante evolución.
6755,1561,ELECTRICO,ACTIVO,28/07/2015,2015,MOTOCICLETA,Bogota D.C.,La adopción masiva de vehículos eléctricos requerirá cambios significativos en la infraestructura.
6756,1277,ELECTRICO,ACTIVO,31/07/2015,2015,MOTOCICLETA,Antioquia,"La carga rápida está disponible en algunas áreas, pero no en todas."
6757,134,ELECTRICO,ACTIVO,30/12/2015,2015,MOTOCICLETA,Valle del Cauca,La durabilidad de las baterías es un factor importante a considerar.
6758,587,ELECTRICO,ACTIVO,7/12/2015,2015,MOTOCICLETA,Caqueta,La producción de baterías tiene un impacto ambiental que debe ser gestionado.
6759,168,ELECTRICO,ACTIVO,2/10/2015,2015,MOTOCICLETA,Valle del Cauca,La disponibilidad de vehículos eléctricos varía según el mercado.
6760,249,ELECTRICO,ACTIVO,6/11/2015,2015,MOTOCICLETA,Bogota D.C.,La red eléctrica debe adaptarse para soportar un mayor número de vehículos eléctricos.
6761,844,ELECTRICO,ACTIVO,08/01/2016,2016,MOTOCICLETA,Antioquia,La infraestructura de carga en áreas rurales puede ser limitada.
6762,1368,ELECTRICO,ACTIVO,29/10/2015,2015,MOTOCICLETA,Antioquia,"La oferta de modelos eléctricos está aumentando, pero aún es limitada."
6763,1499,ELECTRICO,ACTIVO,7/12/2016,2016,AUTOMOVIL,Antioquia,La inversión en investigación y desarrollo es clave para el avance de los vehículos eléctricos.
6764,53,ELECTRICO,ACTIVO,21/10/2016,2016,AUTOMOVIL,Cundinamarca,La producción y reciclaje de baterías es un desafío para la sostenibilidad.
6765,469,ELECTRICO,ACTIVO,30/06/2016,2016,AUTOMOVIL,Bogota D.C.,"La carga rápida puede ser conveniente, pero también puede afectar la vida útil de las baterías."
6766,106,ELECTRICO,ACTIVO,22/08/2016,2016,AUTOMOVIL,Bogota D.C.,"La autonomía de los vehículos eléctricos está mejorando, pero sigue siendo un desafío para algunos usuarios."
6767,979,ELECTRICO,ACTIVO,30/11/2016,2016,AUTOMOVIL,Bogota D.C.,"La tecnología de carga inalámbrica está en desarrollo, pero aún no es ampliamente disponible."
6768,1156,ELECTRICO,ACTIVO,24/06/2015,2015,MOTOCICLETA,Valle del Cauca,La disponibilidad de estaciones de carga es crucial para la adopción de vehículos eléctricos.
6769,1104,ELECTRICO,ACTIVO,30/09/2015,2015,AUTOMOVIL,Bogota D.C.,La producción de vehículos eléctricos requiere de una cadena de suministro robusta.
6770,866,ELECTRICO,ACTIVO,29/12/2015,2015,AUTOMOVIL,Bogota D.C.,La inversión en infraestructura de carga es esencial para el éxito de los vehículos eléctricos.
6771,993,ELECTRICO,ACTIVO,23/03/2016,2016,AUTOMOVIL,Bogota D.C.,La adopción de vehículos eléctricos puede reducir la dependencia de los combustibles fósiles.
6772,994,ELECTRICO,ACTIVO,8/10/2015,2015,AUTOMOVIL,Bogota D.C.,La tecnología de baterías está evolucionando para ofrecer mayor autonomía y menor impacto ambiental.
6773,20,ELECTRICO,ACTIVO,30/11/2015,2015,AUTOMOVIL,Valle del Cauca,Los vehículos eléctricos pueden ser una opción viable para flotas comerciales.
6774,1510,ELECTRICO,ACTIVO,15/09/2015,2015,MOTOCICLETA,Santander,La infraestructura de carga pública es un factor clave para la adopción de vehículos eléctricos.
6775,421,ELECTRICO,ACTIVO,26/12/2016,2016,AUTOMOVIL,Bogota D.C.,Los incentivos gubernamentales pueden acelerar la adopción de vehículos eléctricos.
6776,350,ELECTRICO,ACTIVO,19/01/2016,2016,AUTOMOVIL,Bogota D.C.,La educación y concienciación sobre los vehículos eléctricos es importante para su aceptación.
6777,1585,ELECTRICO,ACTIVO,29/12/2016,2016,AUTOMOVIL,Bogota D.C.,La disponibilidad de vehículos eléctricos de segunda mano está aumentando.
6778,235,ELECTRICO,ACTIVO,3/11/2016,2016,AUTOMOVIL,Bogota D.C.,Cero emisiones locales: Contribuyen a reducir la contaminación del aire y el ruido.
6779,705,ELECTRICO,ACTIVO,30/06/2016,2016,AUTOMOVIL,Antioquia,"Mayor eficiencia energética: La energía eléctrica se convierte directamente en movimiento, sin las pérdidas asociadas a los motores de combustión interna."
6780,49,ELECTRICO,ACTIVO,17/12/2015,2015,MOTOCICLETA,Santander,Menor costo de operación: El costo de la electricidad suele ser menor que el de los combustibles fósiles.
6781,1457,ELECTRICO,ACTIVO,04/02/2016,2016,CAMIONETA,Valle del Cauca,Alto rendimiento: Los vehículos eléctricos ofrecen una aceleración instantánea y una conducción suave.
6782,1203,ELECTRICO,ACTIVO,05/01/2016,2016,AUTOMOVIL,Valle del Cauca,Incentivos gubernamentales: Muchos gobiernos ofrecen incentivos económicos para fomentar la adopción de vehículos eléctricos.
6783,620,ELECTRICO,ACTIVO,23/06/2016,2016,AUTOMOVIL,Antioquia,"Menor mantenimiento: Los vehículos eléctricos tienen menos piezas móviles, lo que reduce los costos de mantenimiento a largo plazo."
6784,731,ELECTRICO,ACTIVO,5/10/2015,2015,AUTOMOVIL,Bogota D.C.,Tecnología avanzada: Los vehículos eléctricos suelen estar equipados con las últimas tecnologías en seguridad y conectividad.
6785,1335,ELECTRICO,ACTIVO,29/08/2015,2015,CAMIONETA,Bogota D.C.,Reducción de la dependencia de los combustibles fósiles: Contribuye a la seguridad energética y a la diversificación de las fuentes de energía.
6786,516,ELECTRICO,ACTIVO,17/06/2015,2015,AUTOMOVIL,Bogota D.C.,Experiencia de conducción silenciosa y placentera: La ausencia de ruido del motor proporciona una conducción más relajada.
6787,799,ELECTRICO,ACTIVO,24/09/2015,2015,CAMIONETA,Bogota D.C.,Valor de reventa: Los vehículos eléctricos suelen mantener un buen valor de reventa debido a la creciente demanda.
6788,943,ELECTRICO,ACTIVO,22/06/2015,2015,MOTOCICLETA,Risaralda,Autonomía limitada: La distancia que un vehículo eléctrico puede recorrer con una sola carga sigue siendo una preocupación para muchos conductores.
6789,237,ELECTRICO,ACTIVO,25/01/2016,2016,AUTOMOVIL,Bogota D.C.,Tiempo de carga: Recargar un vehículo eléctrico puede llevar más tiempo que llenar un tanque de gasolina.
6790,420,ELECTRICO,ACTIVO,13/12/2016,2016,AUTOMOVIL,Bogota D.C.,Infraestructura de carga: La red de estaciones de carga públicas aún no está tan desarrollada como la de las gasolineras.
6791,1536,ELECTRICO,ACTIVO,19/05/2016,2016,MOTOCICLETA,Norte de Santander,"Costo inicial elevado: Los vehículos eléctricos suelen ser más caros que los vehículos de combustión interna, aunque este costo se compensa a largo plazo con los ahorros en combustible."
6792,1054,ELECTRICO,ACTIVO,13/10/2015,2015,MOTOCICLETA,Valle del Cauca,Impacto ambiental de la producción de baterías: La fabricación de baterías para vehículos eléctricos requiere una gran cantidad de energía y recursos naturales.
6793,1084,ELECTRICO,ACTIVO,17/12/2016,2016,AUTOMOVIL,Antioquia,Disponibilidad de modelos: La variedad de modelos de vehículos eléctricos disponibles es aún limitada en comparación con los vehículos de combustión interna.
6794,497,ELECTRICO,ACTIVO,12/12/2016,2016,AUTOMOVIL,Bogota D.C.,Las actualizaciones de software pueden mejorar el rendimiento de los vehículos eléctricos.
6795,1187,ELECTRICO,ACTIVO,3/12/2015,2015,MOTOCICLETA,Santander,Permiten una mayor integración con dispositivos móviles.
6796,191,ELECTRICO,ACTIVO,29/01/2016,2016,AUTOMOVIL,Antioquia,Los vehículos eléctricos están reduciendo la contaminación en las grandes ciudades.
6797,95,ELECTRICO,ACTIVO,29/07/2016,2016,AUTOMOVIL,Antioquia,Están ayudando a mitigar el cambio climático.
6798,755,ELECTRICO,ACTIVO,06/06/2017,2017,AUTOMOVIL,Antioquia,La recarga de vehículos eléctricos puede ser gratuita en algunas estaciones públicas.
6799,1336,ELECTRICO,ACTIVO,23/02/2016,2016,MOTOCICLETA,Santander,Las empresas están ofreciendo más incentivos para la compra de vehículos eléctricos.
6800,503,ELECTRICO,ACTIVO,28/06/2016,2016,MOTOCICLETA,Antioquia,Las avanzadas características de seguridad son estándar en muchos vehículos eléctricos.
6801,1504,ELECTRICO,ACTIVO,18/01/2016,2016,MOTOCICLETA,Santander,Los vehículos eléctricos están haciendo que el transporte sea más accesible para todos.
6802,57,ELECTRICO,ACTIVO,02/02/2017,2017,AUTOMOVIL,Bogota D.C.,Fomentan el uso de energías alternativas.
6803,861,ELECTRICO,ACTIVO,17/03/2017,2017,AUTOMOVIL,Antioquia,Ayudan a reducir la dependencia energética de países extranjeros.
6804,1066,ELECTRICO,ACTIVO,15/03/2017,2017,AUTOMOVIL,Antioquia,Las empresas de transporte público están adoptando vehículos eléctricos en sus flotas.
6805,336,ELECTRICO,ACTIVO,21/06/2016,2016,MOTOCICLETA,Antioquia,Están ayudando a crear empleos en la industria de las energías renovables.
6806,1626,ELECTRICO,ACTIVO,27/09/2016,2016,MOTOCICLETA,Antioquia,Los diseños interiores son más espaciosos gracias a la ausencia de motor de combustión.
6807,1631,ELECTRICO,ACTIVO,07/01/2017,2017,MOTOCICLETA,Bogota D.C.,Los vehículos eléctricos pueden beneficiarse de la red de energía distribuida.
6808,222,ELECTRICO,ACTIVO,28/12/2016,2016,MOTOCICLETA,Bogota D.C.,Están ayudando a las ciudades a cumplir con los objetivos de sostenibilidad.
6809,998,ELECTRICO,ACTIVO,04/04/2017,2017,MOTOCICLETA,Antioquia,Promueven una mayor conciencia ambiental entre los consumidores.
6810,1289,ELECTRICO,ACTIVO,04/04/2017,2017,MOTOCICLETA,Antioquia,Los vehículos eléctricos pueden recibir actualizaciones de software a distancia.
6811,228,ELECTRICO,ACTIVO,10/11/2016,2016,MOTOCARRO,Cundinamarca,Están fomentando la instalación de más estaciones de carga en áreas públicas.
6812,1260,ELECTRICO,ACTIVO,4/11/2016,2016,MOTOCICLETA,Santander,La autonomía de los vehículos eléctricos sigue mejorando con cada nuevo modelo.
6813,1001,ELECTRICO,ACTIVO,20/04/2016,2016,MOTOCICLETA,Antioquia,Están ayudando a reducir el consumo de petróleo.
6814,1429,ELECTRICO,ACTIVO,19/04/2016,2016,MOTOCICLETA,Antioquia,Las características de conducción autónoma están más integradas en los vehículos eléctricos.
6815,1003,ELECTRICO,ACTIVO,19/02/2016,2016,MOTOCICLETA,Antioquia,Pueden ofrecer opciones de almacenamiento de energía de emergencia para hogares.
6816,47,ELECTRICO,ACTIVO,23/12/2016,2016,CAMIONETA,Bogota D.C.,Los incentivos fiscales están haciendo que sean más asequibles.
6817,730,ELECTRICO,ACTIVO,14/09/2016,2016,MOTOCARRO,Cundinamarca,La tecnología de carga bidireccional está permitiendo nuevas formas de uso de energía.
6818,414,ELECTRICO,ACTIVO,21/02/2017,2017,CAMIONETA,Antioquia,Están ayudando a reducir los costos de transporte para las empresas.
6819,1353,ELECTRICO,ACTIVO,12/02/2016,2016,MOTOCICLETA,Antioquia,La infraestructura de carga está aumentando en todo el mundo.
6820,57,ELECTRICO,ACTIVO,06/04/2018,2018,MOTOCICLETA,Narino,Los vehículos eléctricos están promoviendo un futuro de transporte más limpio.
6821,968,ELECTRICO,ACTIVO,13/09/2016,2016,MOTOCICLETA,Valle del Cauca,Las tecnologías de carga rápida están mejorando constantemente.
6822,1144,ELECTRICO,ACTIVO,10/11/2016,2016,MOTOCARRO,Cundinamarca,Los costos de mantenimiento son generalmente más bajos.
6823,832,ELECTRICO,ACTIVO,11/08/2016,2016,MOTOCICLETA,Valle del Cauca,Están contribuyendo a una mejor salud pública gracias a la reducción de emisiones.
6824,1062,ELECTRICO,ACTIVO,1/11/2016,2016,MOTOCICLETA,Antioquia,Fomentan la investigación en nuevas tecnologías de almacenamiento de energía.
6825,71,ELECTRICO,ACTIVO,25/10/2016,2016,MOTOCICLETA,Valle del Cauca,La conducción eléctrica ofrece una aceleración instantánea.
6826,762,ELECTRICO,ACTIVO,02/07/2016,2016,CAMIONETA,Cundinamarca,Las empresas de servicios públicos están invirtiendo en infraestructuras de carga.
6827,845,ELECTRICO,ACTIVO,11/10/2016,2016,MOTOCARRO,Cundinamarca,Los vehículos eléctricos pueden beneficiarse de tarifas eléctricas reducidas.
6828,370,ELECTRICO,ACTIVO,23/03/2016,2016,AUTOMOVIL,Bogota D.C.,Los avances en materiales están haciendo que las baterías sean más ligeras y duraderas.
6829,440,ELECTRICO,ACTIVO,22/09/2016,2016,MOTOCICLETA,Huila,La comunidad de vehículos eléctricos está creciendo rápidamente.
6830,734,ELECTRICO,ACTIVO,06/02/2017,2017,MOTOCICLETA,Antioquia,Están ayudando a crear una economía más verde y sostenible.
6831,135,ELECTRICO,ACTIVO,19/07/2017,2017,AUTOMOVIL,Bogota D.C.,"Los vehículos eléctricos tienen menos piezas móviles, lo que reduce las posibilidades de averías."
6832,56,ELECTRICO,ACTIVO,13/02/2017,2017,MOTOCARRO,Antioquia,Están ayudando a reducir la contaminación en las áreas urbanas.
6833,54,ELECTRICO,ACTIVO,02/02/2017,2017,MOTOCICLETA,Huila,Fomentan el uso de energías limpias y renovables.
6834,522,ELECTRICO,ACTIVO,10/03/2017,2017,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos están ayudando a diversificar las opciones de transporte.
6835,1396,ELECTRICO,ACTIVO,10/05/2017,2017,BUS,Bogota D.C.,Las baterías están mejorando en términos de capacidad y durabilidad.
6836,1525,ELECTRICO,ACTIVO,30/09/2017,2017,AUTOMOVIL,Antioquia,Están haciendo que la conducción sea más sostenible.
6837,943,ELECTRICO,ACTIVO,06/07/2017,2017,MOTOCICLETA,Antioquia,Los vehículos eléctricos están ayudando a reducir las emisiones de gases de efecto invernadero.
6838,1448,ELECTRICO,ACTIVO,06/02/2017,2017,MOTOCARRO,Antioquia,La infraestructura de carga en las autopistas está mejorando.
6839,1364,ELECTRICO,ACTIVO,04/01/2017,2017,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos son una parte integral del futuro del transporte.
6840,1042,ELECTRICO,ACTIVO,30/05/2017,2017,CAMIONETA,Bogota D.C.,Las empresas están lanzando más modelos eléctricos en diferentes segmentos de mercado.
6841,1443,ELECTRICO,ACTIVO,7/11/2017,2017,AUTOMOVIL,Bogota D.C.,Están ayudando a cumplir con los objetivos de reducción de emisiones de carbono.
6842,978,ELECTRICO,ACTIVO,03/05/2017,2017,MOTOCICLETA,Antioquia,La tecnología de baterías está evolucionando para ser más eficiente.
6843,1539,ELECTRICO,ACTIVO,21/02/2017,2017,MOTOCICLETA,Antioquia,Los vehículos eléctricos están promoviendo la innovación en la industria automotriz.
6844,71,ELECTRICO,ACTIVO,18/04/2017,2017,MOTOCICLETA,Antioquia,La infraestructura de carga rápida puede ser costosa de implementar.
6845,781,ELECTRICO,ACTIVO,22/11/2016,2016,MOTOCICLETA,Antioquia,La fabricación de baterías consume grandes cantidades de agua.
6846,1023,ELECTRICO,ACTIVO,28/12/2016,2016,MOTOCARRO,Cundinamarca,Los vehículos eléctricos pueden ser menos atractivos para los amantes de los coches de alto rendimiento.
6847,233,ELECTRICO,ACTIVO,15/03/2017,2017,AUTOMOVIL,Antioquia,La infraestructura de carga en viviendas multifamiliares es limitada.
6848,1025,ELECTRICO,ACTIVO,11/09/2017,2017,AUTOMOVIL,Antioquia,Los vehículos eléctricos pueden tener problemas de autonomía en terrenos montañosos.
6849,1003,ELECTRICO,ACTIVO,22/08/2017,2017,MOTOCICLETA,Narino,La disponibilidad de estaciones de carga puede ser escasa en áreas rurales.
6850,1092,ELECTRICO,ACTIVO,18/09/2018,2018,AUTOMOVIL,Antioquia,La producción de baterías depende de materiales críticos como el litio y el cobalto.
6851,1464,ELECTRICO,ACTIVO,21/01/2021,2021,MOTOCARRO,Valle del Cauca,La carga rápida puede degradar las baterías más rápidamente.
6852,835,ELECTRICO,ACTIVO,20/06/2018,2018,AUTOMOVIL,Antioquia,La infraestructura de carga puede no estar bien distribuida en todas las regiones.
6853,1625,ELECTRICO,ACTIVO,17/02/2018,2018,AUTOMOVIL,Bogota D.C.,La falta de conocimiento sobre el mantenimiento de vehículos eléctricos puede ser un obstáculo.
6854,1536,ELECTRICO,ACTIVO,15/12/2018,2018,AUTOMOVIL,Bogota D.C.,"Los vehículos eléctricos pueden tener un mayor peso debido a las baterías, lo que puede afectar la eficiencia energética."
6855,1487,ELECTRICO,ACTIVO,22/01/2019,2019,AUTOMOVIL,Bogota D.C.,La fabricación de vehículos eléctricos puede generar una gran cantidad de residuos industriales.
6856,930,ELECTRICO,ACTIVO,27/09/2017,2017,AUTOMOVIL,Antioquia,La carga rápida puede ser cara en algunas estaciones.
6857,1519,ELECTRICO,ACTIVO,21/10/2017,2017,CUADRICICLO,Antioquia,Los costos de reemplazo de baterías pueden ser prohibitivos.
6858,148,ELECTRICO,ACTIVO,27/12/2017,2017,CUADRICICLO,Valle del Cauca,La infraestructura de carga en áreas remotas es casi inexistente.
6859,1063,ELECTRICO,ACTIVO,19/07/2018,2018,AUTOMOVIL,Bogota D.C.,La producción de vehículos eléctricos puede consumir una gran cantidad de recursos naturales.
6860,773,ELECTRICO,ACTIVO,31/07/2018,2018,CUADRICICLO,Antioquia,La falta de opciones de recarga rápida puede ser un problema para los conductores de larga distancia.
6861,753,ELECTRICO,ACTIVO,17/01/2019,2019,MOTOCARRO,Atlantico,La tecnología de baterías aún necesita mejorar en términos de eficiencia y durabilidad.
6862,110,ELECTRICO,ACTIVO,28/03/2018,2018,AUTOMOVIL,Bogota D.C.,La infraestructura de carga puede no ser suficiente para soportar una adopción masiva.
6863,55,ELECTRICO,ACTIVO,7/11/2017,2017,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos pueden tener menos opciones de personalización en comparación con los vehículos de combustión.
6864,1164,ELECTRICO,ACTIVO,29/06/2018,2018,AUTOMOVIL,Antioquia,La percepción pública de los vehículos eléctricos puede ser negativa debido a la falta de información.
6865,1666,ELECTRICO,ACTIVO,1/11/2018,2018,AUTOMOVIL,Tolima,La producción de vehículos eléctricos puede afectar empleos en la industria automovilística tradicional.
6866,1353,ELECTRICO,ACTIVO,10/10/2018,2018,AUTOMOVIL,Cundinamarca,La vida útil de las baterías puede reducirse con el uso intensivo.
6867,480,ELECTRICO,ACTIVO,08/05/2018,2018,AUTOMOVIL,Bogota D.C.,La falta de estandarización en los conectores de carga puede ser un problema.
6868,1319,ELECTRICO,ACTIVO,31/05/2018,2018,CUADRICICLO,Antioquia,La producción de vehículos eléctricos puede generar una gran cantidad de emisiones.
6869,116,ELECTRICO,ACTIVO,27/11/2018,2018,AUTOMOVIL,Antioquia,La infraestructura de carga puede no estar bien distribuida en áreas urbanas.
6870,147,ELECTRICO,ACTIVO,9/11/2017,2017,AUTOMOVIL,Antioquia,La producción de vehículos eléctricos puede consumir una gran cantidad de energía.
6871,99,ELECTRICO,ACTIVO,9/11/2017,2017,AUTOMOVIL,Antioquia,Los costos iniciales pueden ser un obstáculo para muchos consumidores.
6872,1298,ELECTRICO,ACTIVO,8/11/2018,2018,CAMIONETA,Bogota D.C.,La reparación de vehículos eléctricos requiere técnicos especializados.
6873,1058,ELECTRICO,ACTIVO,8/11/2018,2018,CAMIONETA,Bogota D.C.,La autonomía puede ser insuficiente para ciertos usos comerciales.
6874,712,ELECTRICO,ACTIVO,15/11/2018,2018,AUTOMOVIL,Bogota D.C.,La producción de baterías depende de materiales no renovables.
6875,1634,ELECTRICO,ACTIVO,19/07/2018,2018,AUTOMOVIL,Bogota D.C.,La falta de estaciones de carga en algunas áreas puede ser un obstáculo.
6876,844,ELECTRICO,ACTIVO,28/02/2019,2019,CUADRICICLO,Bogota D.C.,La infraestructura de carga puede no ser capaz de soportar la carga simultánea de múltiples vehículos eléctricos.
6877,848,ELECTRICO,ACTIVO,04/04/2019,2019,AUTOMOVIL,Bogota D.C.,La producción de vehículos eléctricos puede generar una mayor demanda de ciertos materiales críticos.
6878,968,ELECTRICO,ACTIVO,01/03/2019,2019,AUTOMOVIL,Bogota D.C.,La carga rápida puede reducir la vida útil de las baterías.
6879,288,ELECTRICO,ACTIVO,30/03/2019,2019,AUTOMOVIL,Bogota D.C.,Los vehículos eléctricos pueden ser menos prácticos para viajes largos.
6880,451,ELECTRICO,ACTIVO,13/01/2020,2020,AUTOMOVIL,Antioquia,La percepción pública puede ser negativa debido a la falta de información.
6881,330,ELECTRICO,ACTIVO,14/02/2019,2019,AUTOMOVIL,Antioquia,La tecnología de vehículos eléctricos aún está en evolución.
6882,1080,ELECTRICO,ACTIVO,4/10/2019,2019,AUTOMOVIL,Cundinamarca,La producción de vehículos eléctricos puede generar una gran cantidad de residuos.
6883,319,ELECTRICO,ACTIVO,20/02/2019,2019,CAMIONETA,Cundinamarca,La infraestructura de carga puede no estar bien distribuida en todas las regiones.
6884,1276,ELECTRICO,ACTIVO,26/06/2019,2019,CAMIONETA,Antioquia,La carga en casa requiere una infraestructura adecuada.
6885,1029,ELECTRICO,ACTIVO,14/06/2018,2018,CUADRICICLO,Bogota D.C.,Los costos de reemplazo de baterías pueden ser prohibitivos.
6886,855,ELECTRICO,ACTIVO,3/12/2018,2018,AUTOMOVIL,Bogota D.C.,La infraestructura de carga en áreas remotas es casi inexistente.
6887,1143,ELECTRICO,ACTIVO,31/01/2018,2018,AUTOMOVIL,Antioquia,La tecnología de baterías aún necesita mejorar en términos de eficiencia y durabilidad.
6888,1672,ELECTRICO,ACTIVO,4/12/2018,2018,AUTOMOVIL,Norte de Santander,La falta de conocimiento sobre el mantenimiento de vehículos eléctricos puede ser un obstáculo.
6889,1435,ELECTRICO,ACTIVO,30/04/2018,2018,CUADRICICLO,Antioquia,La falta de estandarización en los conectores de carga puede ser un problema.
6890,103,ELECTRICO,ACTIVO,30/11/2018,2018,AUTOMOVIL,Bogota D.C.,"Los vehículos eléctricos pueden tener un mayor peso debido a las baterías, lo que puede afectar la eficiencia energética."
6891,1668,ELECTRICO,ACTIVO,07/03/2019,2019,CUADRICICLO,Bogota D.C.,La fabricación de vehículos eléctricos puede generar una gran cantidad de residuos industriales.
6892,412,ELECTRICO,ACTIVO,17/12/2018,2018,MOTOCICLETA,Valle del Cauca,La producción de vehículos eléctricos puede consumir una gran cantidad de recursos naturales.
6893,495,ELECTRICO,ACTIVO,02/08/2019,2019,AUTOMOVIL,Antioquia,Los vehículos eléctricos ayudan a reducir las emisiones de gases de efecto invernadero.
6894,1234,ELECTRICO,ACTIVO,28/09/2018,2018,AUTOMOVIL,Antioquia,Son mucho más silenciosos que los vehículos de combustión interna.
6895,512,ELECTRICO,ACTIVO,07/05/2019,2019,CAMION,Antioquia,Requieren menos mantenimiento debido a la menor cantidad de piezas móviles.
6896,850,ELECTRICO,ACTIVO,31/05/2018,2018,AUTOMOVIL,Risaralda,La experiencia de conducción es muy suave y agradable.
6897,1072,ELECTRICO,ACTIVO,18/10/2018,2018,AUTOMOVIL,Bogota D.C.,Los costos de operación son generalmente más bajos a largo plazo.
6898,1098,ELECTRICO,ACTIVO,13/06/2018,2018,AUTOMOVIL,Bogota D.C.,Contribuyen a mejorar la calidad del aire en las ciudades.
6899,652,ELECTRICO,ACTIVO,8/11/2018,2018,CUADRICICLO,Antioquia,Los incentivos fiscales y subsidios facilitan su adquisición.
6900,148,ELECTRICO,ACTIVO,1/11/2018,2018,CAMION,Antioquia,Están disponibles en una amplia variedad de modelos y precios.
6901,617,ELECTRICO,ACTIVO,31/05/2018,2018,AUTOMOVIL,Cundinamarca,La infraestructura de carga está mejorando constantemente.
6902,1020,ELECTRICO,ACTIVO,19/10/2017,2017,CUADRICICLO,Bogota D.C.,"Pueden cargarse en casa, lo que es muy conveniente."
6903,898,ELECTRICO,ACTIVO,25/06/2018,2018,AUTOMOVIL,Valle del Cauca,Ayudan a reducir la dependencia de combustibles fósiles.
6904,415,ELECTRICO,ACTIVO,10/04/2018,2018,MOTOCARRO,Antioquia,Las nuevas tecnologías están incrementando la autonomía de las baterías.
6905,1476,ELECTRICO,ACTIVO,29/09/2018,2018,AUTOMOVIL,Bogota D.C.,Ofrecen una aceleración rápida y potente.
6906,558,ELECTRICO,ACTIVO,15/01/2019,2019,CUADRICICLO,Antioquia,Fomentan la innovación en la industria automotriz.
6907,368,ELECTRICO,ACTIVO,26/10/2017,2017,AUTOMOVIL,Antioquia,Reducen la contaminación acústica.
